reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
"A. Bystricky ""Tony B.""",1,"not much to say other than plug and play, good quality and fits a lot of video ...good good good",2014-02-17,294,0,0,0,0,0.0,0.0
V. Lee,1,What can you say? It works like advertised and has a flair for its design. Fantastic for my GoPro Here 3. Now I just have to get more!,2013-12-09,364,0,0,0,0,0.0,0.0
Shaun,1,I got this during Amazon's SanDisk sale.  It works like a charm.  64GB addon to my Galaxy S3.  Need I say more?,2013-10-03,431,0,0,0,0,0.0,0.0
Amazon Customer,1,"This is the SD card you need for your smart phone. I bought this for my S3 and been using it for over a year and it works perfect. I don't think ill ever have to worry about running out of space. Plus the price on Amazon, you cant beat it.",2014-02-19,292,0,0,0,0,0.0,0.0
tatich,1,"Great but i still dont know how to use it to store my apps on the surface, the only reason why i bought this thing",2013-08-13,482,0,0,0,0,0.0,0.0
"Jay_S ""jay_s""",1,"There isn't much more to be said.. First, there is the Sandisk name, Sandisk quality and Sandisk speed. The packaging was done well and shipping was not an issue.  As a professional for both video and photography, I've never had a Sandisk product fail me.  This unit was purchased specifically for my GoPro Hero 3+ Black, but could just as easily work in my Canon 5D mk III (with an adapter) in one of its dual slots.",2014-02-01,310,0,0,0,0,0.0,0.0
bob,1,I use SDHC in my many cameras. They work well.,2014-07-13,148,0,0,0,0,0.0,0.0
GN,1,This ultra micro-sd card is faster than the standard micro-sd cards. However the adapter provided with the card is not good. Data Transfer was quicker when used with a different adapter than the one provided with the micro-sd card,2012-04-12,970,0,0,0,0,0.0,0.0
chris,1,"They are scandisk micro SD, they work well and I have never had a problem with this product brand. short a couple words, sorry",2013-04-07,610,0,0,0,0,0.0,0.0
johnathon ponce,1,Buy it. I could never commit to paying so much for data until my 32GB filled up so quick. So i wasted money buying the 32GB when in the end i still ended up buying the 64gb.,2014-03-31,252,0,0,0,0,0.0,0.0
unixman,1,Works fine in a Samsung Galaxy Note 2 - no need to format (although I did) - recognized as soon as it was popped in 59.47GB usable.Arrived really fast and nicely packaged.  I would order again.,2012-12-29,709,0,0,0,0,0.0,0.0
Tony Z,1,"Bought it for my Android cell phone (Moto Droid X2) and it works great. Very fast, plays MP3s with no skipping, transferred apps that could be moved to the SD card with no problems to create more internal memory space. Wasn't sure it was necessary to get a class 10 card, but this SanDisk ultra 32 GB allowed me purchase a good quality card at a very reasonable cost.",2013-01-07,700,0,0,0,0,0.0,0.0
terry gonzalez,1,It is whats it is. It does it very well. No hiccups with this disk so far. HD recording works well.,2014-02-18,293,0,0,0,0,0.0,0.0
Jack Cade,1,"This device works in Galaxy S4 no problems, it woks perfectly and really I just can't get over that you can buy a 64GB storage device that is the size of my thumbnail, that will run programs from it for under $50.One day something like this will hold 64 TB. Crazy cool.",2013-09-17,447,0,0,0,0,0.0,0.0
Ivan Perry &#34;Computer Dude&#34;,1,"Put the memory card in my Microsoft Surface RT and it worked fantastic. No formatting, no setup, it was ready to go right off the bat, plus the price was the best I could find anywhere.",2013-01-30,677,0,0,0,0,0.0,0.0
Michael,1,I use this in my smartphone (Samsung). Push in in and go. No problem. Good price. Enjoying a lot more music now.,2013-07-17,509,0,0,0,0,0.0,0.0
Sherif Qotb,1,"it's very fast micro sd card i use it for my mobile and gopro camera , sandisk is the best ever",2013-05-29,558,0,0,0,0,0.0,0.0
P. Martin,1,I have always trusted SanDisk.  This card works great in the Samsung Galaxy Tab 10.1 2.  I have been using it for about a month.,2013-08-20,475,0,0,0,0,0.0,0.0
John C. Bollinger,1,"Price was great, Delivery was on time, now I have plenty on storage in my Gopro Hero 3, The SD card adapters makes things much easier to transfer files to my other devices.",2012-12-24,714,0,0,0,0,0.0,0.0
HD7alphaLIVE,1,No brainer. This is not the regular 32 micro sd its the HIGH CAPACITY ULTRA...just go price this baby anywhere else and you'll see that AMAZON is the only place you should even think about buying this little powerhouse from. No brainer.,2013-07-16,510,0,0,0,0,0.0,0.0
Love Archos,1,"I believe in generic. I tried generic. for somethings, you need SanDisk. you can trust SanDisk, it always works and if it doesn't, they will make it right.",2013-12-30,343,0,0,0,0,0.0,0.0
peter Metcalf,1,perfect,2014-02-07,304,0,0,0,0,0.0,0.0
TerryN,1,"This sd card arrived quickly and did the job in my phone. I was having strange issues with my phone and some error messages with my card, that reformatting couldn't fix. This did the job! I have had great, reliable success with sandisk and will continue to use them.",2013-11-25,378,0,0,0,0,0.0,0.0
Christopher D. Sanders,1,Works just fine for the Go-Pro I bought a few months ago. It's works just great for what it's made for.,2014-02-01,310,0,0,0,0,0.0,0.0
dattaway,1,I found the write bandwidth of this card is 15MB/sec when transferring a steady stream dozens of gigabytes.  The included full sized sdcard adapter appears to be slightly faster than my USB adapter.  I tested by piping /dev/urandom through pv onto the card.  Read bandwidth appears to be 18.1 MB/sec.,2014-09-06,93,1,0,1,1,1.0,0.2065493143772374
starrroad,1,Pictures were bright and sharp and download from the camera to the card very quickly. If you have a better quality camera this is a great card,2014-12-05,3,0,0,0,0,0.0,0.0
Joshua,1,"I bought this memory card to use in my dash cam, and I'm very happy with how it turned out.It does what it's supposed to and that's it. No complaints.",2013-03-10,638,0,0,0,0,0.0,0.0
"Chuck ""sj00884""",1,"Big fan of SanDisk and even more so as the price of flash decreases. Can't compare to other brands as never has a reason to switch, Minor price variations do not compel to do so and performance/quality has never been in issue in many years of suing brand.",2014-01-01,341,0,0,0,0,0.0,0.0
"Nicolaas Traut ""Nick the Noob""",1,"The card I received works perfectly in my Samsung Note 2. It comes with a converter to normal SD size, and I used it to copy music and photos from my iMac to the card. It picked up straight away in my mobile device and works fast enough for taking pictures and videos with the mobile.Delivery was fast as usual from Amazon, and packaging was good.On a sidenote, I own a couple of DSLR cameras and generally prefer the SanDisk brand for my memory cards. I've seen other brands fail at the most inappropriate of times, but never had a failure on a SanDisk.",2012-12-28,710,0,0,0,0,0.0,0.0
"Monu Koshy ""Monu Koshy""",1,The best there is under this category. make sure you research before you buy this card for your phones. Lots of Android phones still dont make use of the UHS-1 technology for transfer rate. You will still get good transfer rate but not the best.,2013-11-26,377,0,0,0,0,0.0,0.0
"Newspeak ""Be great in act, as you have been i...",1,"SanDisk makes the most reliable SD cards. After working in Tech support for a company that relied on maps loaded on SD cards, I only recommend SanDisk now. Class 10 is great, it means you have the fastest card made. The class shows the minimum speeds for data transfer to and from the card. a class 10 will always have at least a minimum transfer of 10mb/sec. These are the cards professionals use to record HD video and high quality images.",2013-05-13,574,0,0,0,0,0.0,0.0
Cyrus,1,"Purchased this to drop into my Galaxy Note II. Exactly what I wanted.Loaded up the entirety of the card in about 18 minutes, which is not super fast, but very good considering the card was in the phone instead of in the computer using the include adapter.I purchased this product with the worry-free packaging and was for the first time not frustrated with SanDisk.The Super Saver Shipping really sold the deal to me.The price now is on par with most retailers, but I got two Duds from BestBuy and was good to go with the first one from Amazon, doesn't really say much about the product, but gives you a bit of peace of mind when purchasing from this vendor.",2013-02-01,675,0,0,0,0,0.0,0.0
David,1,got it on time in a simple but secure packaging. inserted it and worked without issues. comes in a clear plastic case with an SD adapter. the is the typical SD case size.the sale price of $16 and change was great as well.love it!,2013-12-14,359,0,0,0,0,0.0,0.0
Brian K. Jacobi,1,for my note pro.  note pro says 29.71 GB available...the mysterious 2.29 GB black hole strikes again.,2014-01-07,335,0,0,0,0,0.0,0.0
Stroker Don,1,"As always, this memory card just works.  I've used SanDisk products for over a dozen years and they have always worked when needed. More often, I've outgrown their capacities then worn them out.I'm happy so far.",2013-05-21,566,0,0,0,0,0.0,0.0
Amazon Customer,1,The card arrived promptly and has worked flawlessly in a dashcam. Would recommend purchase to others if they need this kind of card.,2014-06-01,190,0,0,0,0,0.0,0.0
"USMC-Vet ""The Few The Proud""",1,"I really don't know that the complaints other posted were all about, but I have bought 3 of these sandisk micro sd card already.  for my phone, my wife and my daughter's phone. store lots of movies, pictures. videos....etc. all works just fine, no issues at all.",2013-09-22,442,0,0,0,0,0.0,0.0
ijst2000,1,"i love this memory card, i use it with my galaxy s 2 smartphone and couldnt be happier, its very fast, when i take photos the phone doesnt stutter like it did with my old memory card, a definive must buy if your a power user and can afford it.",2013-04-17,600,0,0,0,0,0.0,0.0
JBbyr4AnU,1,"This San Disk Ultra is very fast and the 32 GB gives me lots of storage in my phone. I've got lots of room for apps, photos, music and other data, too. I'll have lots of fun filling it up.",2013-04-29,588,0,0,0,0,0.0,0.0
PA Pete,1,"Hasn't even blinked in my MP3 player, and gave me loads of room for expanding my library.  I trust the SanDisk name with all my electronic gear.",2013-08-12,483,0,0,0,0,0.0,0.0
Nwonknu,1,Got it exactly what it was displayed and described. bought this directly through amazon at USD 60 only for my samsung captivate glide. all u need to do is to format it with your phone and voila! 59gb (to be exact when calc in bytes)! not a big fan for the transfer speed but it does satisfy my desire of putting one in my phone. buying thru amazon bulk purchase is cheaper but requires u to wait longer for the shipment. but for my case it was faster than expected. a very happy customer. :),2012-08-26,834,0,0,0,0,0.0,0.0
"Steven W. Sceranka ""Sceranka""",1,This is going to be used in a D-Link Pan and Tilt IP Camera.  I have other devices I have tested it in and it provides exactly the service it advertises.,2013-07-29,497,0,0,0,0,0.0,0.0
"Brett East ""Prime is GOOD""",1,"Not going to go on a rant about apple, but sure glad other phones allow these TINY slots that quadruples the memory. I drop and dragged tons of my music to the SD card and Android just finds it automatically and adds it to your list of music.",2013-09-14,450,0,0,0,0,0.0,0.0
"Carl F. Otto ""Carl Otto""",1,"Good product, no problems. I have this installed in my Samsung Galexy III. works well even in super HD video.",2013-01-14,693,0,0,0,0,0.0,0.0
Gandalphar,1,I remember when I built computers that had 5' x 3' 2GB hard drives; and by now most have Googled to learn of the room sized computers with basketball sized transistors.Micro computer; how long before our entire life will fit on something smaller than the point of a needle . . .?This SDXC disk has worked well with my Nokia Lumia Windows 8 phone. My wife has one in her Android phone and with kids taking pictures and making movies 64GB is starting to look like to little an amount of storage.,2014-03-23,260,0,0,0,0,0.0,0.0
jeanjaguar,1,I bought this for my new Gopro3 black. It works wonderfully! I totally recommend it if you're looking for some high quality and speed,2013-03-21,627,0,0,0,0,0.0,0.0
Zachary Flategraff,1,"Super fast access to my Samsung Galaxy Note II. SanDisk Ultra Micro HC is blazing fast compared to the other microSD cards I have bought including PNY, Sony and more!",2013-11-23,380,0,0,0,0,0.0,0.0
"Alberto Figueroa ""U.S. Air Force""",1,"The Sandisk Ultra 64GB Micro Card is a great addition to maximize the Samsung Galaxy IIIS, whatever version you got 16GB or 32GB. Is a very fast memory at a great price. Plenty space for pictures, videos and Android Applications. Good for the 1080 videos that the Galaxy IIIS use. Super Fast. If you got the most advanced smartphone in the market as I do, this is the memory to get at the right price.",2012-12-10,728,1,0,1,1,1.0,0.2065493143772374
"Troy E. Forbes ""Troy E. Forbes""",1,"Excellent secondary storage device! I have one installed in my mobile phone, and one in my tablet. They have greatly enhanced my multimedia options. My phone has over 4000 songs on it with room for more. My tablet has about 42 full-length good quality movies loaded.",2013-10-15,419,0,0,0,0,0.0,0.0
Antonio,1,"This memory works great on Surface Pro 2, no problems at all, transfer rates are acceptable. Before the Surface Pro 2's firmware update, the memory was disconnecting itself, I had to take it off and put it on again, but after the firmware update, I have no problems, the memory always stay there.",2014-06-19,172,0,0,0,0,0.0,0.0
esdsix,1,"32gb, this is just what the doctor ordered. Take 32gb and call me in the morning..The ultra runs fast and has lots of capacity for your electronic needs. Seller is great getting package out quick. Price was right! Highly recommened..",2014-01-24,318,0,0,0,0,0.0,0.0
"DC ""David Ceremuga""",1,exactly as described and works GREAT on our Surface Pro's.  Excellent product!  Have never lost any data on one.  TARDIS,2014-05-18,204,0,0,0,0,0.0,0.0
Mark,1,"Works great! very fast too. I bought this for my Galaxy Note 3. Now I can have lots of pictures and movies on my phone. For only $115, it is a pretty good deal. Too bad Iphone and ipads don't have this option.",2014-10-07,62,0,0,0,0,0.0,0.0
pines,1,I don't know what else that I can add to other 5 star reviews except to say that this installed flawlessly in my Nook HD+.,2014-01-01,341,0,0,0,0,0.0,0.0
"Doitallbetter ""Build it  better""",1,My young kids all filled their tablets with games and needed some space.  These worked just fine.  I like SanDisk.  I would buy stock in their company but I am not a gambling man.  Good ratings on the transfer speed too might I add with it being a class 10.,2014-03-06,277,0,0,0,0,0.0,0.0
S. Scott,1,"I was surprised to see the main drive in my Dell Venue Pro 8 was almost completely consumed by the Windows OS.  I added this card to create some space for myself.  The tablet recognized it as an additional disc with 29GB available.  That gives me plenty of breathing room for what I do with the tablet, and the speed is incredible.  I am very pleased with this product, and will purchase another one when I upgrade the card in my GoPro this summer.",2014-01-19,323,1,0,1,1,1.0,0.2065493143772374
Richard J. Schauwecker,1,Put it in my Note 3 and it works. No hassles. Phone recognized it and started using it immediately. What else is there to say?,2014-05-05,217,0,0,0,0,0.0,0.0
comedy makes me smile,1,Moved my music library for phone/car use.Easy to set up and reliable.The drivers didn't like my older laptop so I had to work around it - any teen can tell you how to do so with only a slight roll of the eyes.,2014-02-18,293,0,0,0,0,0.0,0.0
alex,1,"It is a great addition to a smart phone with huge capacity to store data. Also it is pretty fast to record video, no lag at all during recording.",2013-04-30,587,0,0,0,0,0.0,0.0
"Albert Macias Jr. ""Baretoes""",1,"I bought this for a friend of mine to put some videos on it.  Initially, when plugged into the computer, we couldn't find the storage in the directory.  However, after finding a micro sd to usb adapter...bingo!  Worked like a charm after that.  Install the videos, plugged the card in the phone, and we were off to the races.Not sure if we needed the adapter, but we couldn't get the computer to recognize it.  We also used a Linux O/S.  Go figure.",2013-08-18,477,0,0,0,0,0.0,0.0
"Pdljmpr ""JT""",1,"I have this installed in my Samsung tablet that has 16gb.  All my music, lots of pictures and a number of apps are on it and work flawlessly.  Can't find anything wrong with it and the price was not bad either.  Love it!!",2014-01-03,339,0,0,0,0,0.0,0.0
"SirNagrom ""Computer Geek""",1,64GB SDXC for $50...ish!!! Amazing price for a great product. Popped it into my Galaxy S4 and have had no problems so far.,2013-08-27,468,0,0,0,0,0.0,0.0
Bambi Price,1,I got a few of these for tablets and phones and they have been fine. I loaded them with movies for a trip and they playback was perfect. I used one in a camera for video and it was plenty fast enough for the clips I was taking.,2013-12-29,344,0,0,0,0,0.0,0.0
ed,1,"SCAN  DISK 32 GB MICROSDHC  C10/UHS 1 MEMORY CARD WITH ADAPTER WORKS WELL FOR ITS PURPOSE,PLEASEDWITH PRODUCT NAME BRAND.AAAAAAAA++++++++",2014-04-17,235,0,0,0,0,0.0,0.0
Lopaka,1,Got this for my cell phone (Motorola Razr M) and it works just fine. hundreds of albums and thousands of pictures and I still have 15 gb of memory left!,2013-11-14,389,0,0,0,0,0.0,0.0
W. J. Cornelius,1,"I purchased this card for my Motorola Photon Q 4G LTE.  This is a well spect card and is nice and fast.  Installed with no problem.  If you looking for a higher end SD card for your phone or other applications and 32 gigs is what you need, you can't go wrong here.  Highly recommended.",2012-12-29,709,0,0,0,0,0.0,0.0
Omar,1,"Works like a charm.  I originally thought this was expensive and bought an off brand card, which ended up being junk.  I returned it, spent the extra $15 on this card and it is awesome.  I have it in a Samsung Galaxy Tab 3 8.0 (SMT310), and watch movies, read books (pdf), and listen to music on it.  Since I travel a lot I will end up buying a couple of these, that way I won't even need to take a full size laptop with me.",2013-06-11,545,0,0,0,0,0.0,0.0
"Myron D. McPherson ""Myron D. McPherson""",1,Bought this item to use in my Android based tablet and it has worked just fine.  Doubled my storage capacity at a very reasonable cost.,2013-02-04,672,0,0,0,0,0.0,0.0
"P. Young ""P""",1,The cards have had no reliability issues at their required tasks  so I did not put them under any data transfer time observations,2014-12-06,2,0,0,0,0,0.0,0.0
Djeetah,1,"No formatting issues here used this for my HTC one MAX and my daughters Galaxy S4 with no problems or crashing or data loss loaded up books, videos and music with tons of space left!",2013-12-31,342,0,0,0,0,0.0,0.0
Armand Muntzel,1,I use this to store all my music pictures and HD video on the limited storage of the surface pro and it simply works! at the price point of below 60$ I think its a steal!,2013-04-17,600,0,0,0,0,0.0,0.0
James H Hunt III,1,"I bought this extra memory for my Samsung Galaxy S4.  I wish I had known when I bought my phone that Android changed its memory management technique between Gingerbread and Jelly Bean!  Verizon sold me a 16GB Samsung S4.  I didn't do much research since my old phone broke and I was about to leave on a business trip the next day.  Come to find out, there are 32 and 64GB versions of the Galaxy S4!  I never asked Verizon if they even carried different versions.  Well, I figured that wouldn't be a problem... I'll just put in a 64GB Micro SD (TF) Card and I'll be all set.  Unfortunately you can no longer transfer Apps to the Micro SD Card.  Some apps can store data on the SD Card but there is no longer the ability to ""Move to SD.""  Since I travel internationally, I use a lot of GPS mapping software and would like to download multiple Gigs of map data for offline mapping.  As of now, I can only download this to my phone's 16GB memory, and not to this 64GB memory card!  Pictures (except for burst photos), videos and music can all be put on the 64GB SD card.  All that being said, this memory card works well, and is priced on par with all of the other comparable cards on the market.  If you've got the cash and need the space (for music, videos/movies and/or pictures--just not apps) then I recommend picking one of these up.",2013-06-26,530,0,0,0,0,0.0,0.0
Andres Vega,1,I got this while it was on a deep sale here on Amazon. I couldn't pass it up. It comes with an standard SD card adapter so it'll work in your computer or anywhere else you can stick an SD card. It hasn't had any faults and does the job.,2013-01-09,698,0,0,0,0,0.0,0.0
R. Wilson,1,Popped them In our Phones and they worked as expected.,2013-06-23,533,0,0,0,0,0.0,0.0
Brandon Dees,1,No complaints about this card. It's much faster than what came with my Android devices and of course the capacity is nice. I have not experienced any issues indicating any defect.,2014-06-02,189,0,0,0,0,0.0,0.0
"levon83 ""Levon S.""",1,Good and fast enough for a car camcorder to write a Full HD video. Used with HP F200 car camcorder.,2013-11-25,378,0,0,0,0,0.0,0.0
W. Price,1,"Most mobile devices and tablets that are of any count state that the limit to their sd storage is 32GB...but on a few of those they can and do read sd cards that are in fact larger than this.  I would suggest anyone that thinks they need space beyond those stated limits of their device do a quick search on line for their particular MAKE and Model cellphone or tablet to see what size SD's others have been successful at using. Once you have found out and that you can in fact use such an SD...go and search online for HDD Raw Copy Tool from HDD GURU...and it will allow you to make an image of your old SD to apply to the new SD and/or even make a backup of one's SD.  Since the SD drives are different sizes when this image is applied to the larger...you will need to use a partition manager, such as MiniTool partition wizard (which is free for home use) and resize the partition of the larger drive.  This will allow you to take advantage of the whole drive space. I love the upgrade and added space...can't go wrong with this price for a class 10 SD of this size.",2013-08-28,467,0,0,0,0,0.0,0.0
"Zak ""Diva""",1,I use it to hold files from my computer and transfer files from other computers it works good for this task and is quick. I would recommend this plus the price isn't bad.,2013-07-20,506,0,0,0,0,0.0,0.0
P. Karpenko,1,"Works just as it should in my Lumia 810; no issues at all. The phone is not a particularly speed sensitive application for the card so I cannot comment on how well it works under stress. The phone doesn't complain, music plays nicely from the card, pictures are written to it without delays. The red and gray design looks different and interesting, even though no one will see it.",2013-05-13,574,0,0,0,0,0.0,0.0
Amazon H8R,1,Got a Samsung Galaxy note 2 7.0 I'm gonna use for a CarPC and found that you could install a 64gb microSD. Tried this one and it worked flawlessly. Pretty zippy too for a tablet (ugh....tablets read/write is stupid slow but just good enough for media I suppose)Plugged this thing right in and used the tablet to format it. Got 60gb out of it. Good good.,2013-12-06,367,0,0,0,0,0.0,0.0
John Grooms,1,"I needed extra storage in my Garmin for additional topo maps and routes, and this card fits the bill. It comes with a standard SDHC adapter, as most microSDHC cards do. Plenty of space for extra files on the GPS. Satisified with the purchase.",2014-06-26,165,0,0,0,0,0.0,0.0
Shadow,1,"I've had this card for a couple months now and it is amazing, i use it in my phone so i can put stuff in there rather then use the space on the phone, its extremely responsive and extremely  fast as well, i had a SanDisk class 4 MicroSD card and this flies past that easily, usually when i would try playing music it would take a couple seconds to start, but using this it starts instantaneous , it was as if i had stored the music on the phone itself, i dont know what else you might use this card for, but if you are looking for a MicroSD for your phone, look no further",2012-10-13,786,0,0,0,0,0.0,0.0
coconutman,1,"I use this with my Samsung Galaxy Tab 3 10.1, and it has worked seamlessly. I use it to store movies to watch while travelling, and haven't had an issue yet. The transfer speed is great and Playing movies from the card has not been a problem.",2014-04-25,227,0,0,0,0,0.0,0.0
dml,1,Arrived on time and was exactly as stated.  A good value for the amount of storage.  Will be filling it up with music.,2012-08-12,848,0,0,0,0,0.0,0.0
Techno Geek,1,I put it in my Samsung galaxy note 2 phone and have no idea how ill possibly fill it up,2013-05-23,564,0,0,0,0,0.0,0.0
Marilynn Layden,1,I bought two of these for our new telephones. They work fine and were just what we needed if we have extra pictures on the phones. Pictures do take up a lot of room but now we don't have to worry about running out of room.,2014-02-23,288,0,0,0,0,0.0,0.0
Anita,1,"Using this card for my GoPro Hero 3 Black.  No issues to date.  Card was used to video vacation in Palau, Yap, & Guam - underwater video.  So far, no complaints!",2013-10-17,417,0,0,0,0,0.0,0.0
Jonathan Schreckengost,1,"Far faster than &#34;stock&#34; memory cards, and plenty of speed to boot.For my usage it is more than enough to cover what I need, sure it may not be the absolute fastest memory card in existence, but at under a dollar a GB, it handles my basic needs with ease.",2014-03-13,270,0,0,0,0,0.0,0.0
J. SARRASIN,1,"I have this in my phone, I use it for music and videos.Transfer speeds from my computer to the card are pretty speedy.It works great!",2014-01-01,341,0,0,0,0,0.0,0.0
"Luis E Castillo H ""Luis E Castillo H""",1,"What can I say?....speed, quality, good price...I recommend it to everyone. Be aware you need to turn off first on Windows to removed it...is expensive to forget this...",2013-12-12,361,0,0,0,0,0.0,0.0
J Johnson,1,"This was pretty awesome and cheap, I had just bought my Galaxy S4 and figured I'd upgrade my sd card from the 32 I had, its nice to have since the s4 inexplicably has almost no internal storage, still awesome phone though, but we're not talking about that today.",2013-10-24,410,0,0,0,0,0.0,0.0
Carefree Dude,1,"I slipped this into my smartphone. Lots of space for photos, and movies on the go at a great price.",2013-07-22,504,0,0,0,0,0.0,0.0
Dan,1,Nothing much to say here. Works great and I haven't lost a single picture or video saved on here so far. Read/Write speeds are excellent.  I've been using this for a few months on my Samsung Galaxy S4 and I have no complaints.,2014-06-23,168,0,0,0,0,0.0,0.0
D. Crider,1,"I bought this because I was having problems with other MicroSD cards not working in my Surface RT.  I plugged this in, and it worked fine.  I haven't done a full test on performance, but it appears to work at the expected speed.",2013-10-07,427,0,0,0,0,0.0,0.0
Thomas E Caldwell,1,"Needed a large size micro SD for my new phone (I have a very large music collection as well as large photo collection. I was thrilled to find this large of a micro SD. No worrying about how large a file could be, no worrying about taking videos, or snapping a few extra photos!",2014-01-06,336,0,0,0,0,0.0,0.0
"M. ANDERSON ""DEAL FINDER""",1,"I bought this Memory card because of the Sandisk Reputation and the Class 10 speed, I use this for my Samsung Galaxy Tablet, the Class 10 speed is really impressive! The Memory card can write to memory pictures as fast as you can take them, loading music is almost Instantaneous and a 5 minute Music video loads in about 4 seconds! I highly recommend this for any Tablet or Smartphone with expandable memory Class 10 speed with Sandisk reliability, worth every penny!",2013-01-26,681,0,0,0,0,0.0,0.0
Amazon Customer,1,"haven't been able to use this in the capacity that I bought it, for a tablet pro, but I have used it in a usb adapter and it works well there.",2014-04-04,248,0,0,0,0,0.0,0.0
"Sammual ""nobodyspecial""",1,"now, two phones later, and still have never had a problem! dont think, just buy it!Now im just waiting for 128gb chips haha",2014-02-18,293,0,0,0,0,0.0,0.0
"J. Foster ""labor guy""",1,This is the second one I have purchased from Amazon and I have had great service from the first one I bought 6 months ago.  It is fast and fits perfectly in MS Surface computers.,2014-06-19,172,0,0,0,0,0.0,0.0
James D.,1,Works great in my compatible device BUT if you think you can reformat to FAT32 and us in an older device only designed for 32GB you will likely experience excess battery drain even if you think it is working fine to start with.,2013-10-10,424,0,0,0,0,0.0,0.0
S. Alexander,1,This micro card has been seamless and simple to use.  The phone has not had any problems with this card.,2013-05-12,575,0,0,0,0,0.0,0.0
"buk_reader ""charlie""",1,"This memory has proved to be quick and reliable.  I'm using it as a second drive in my Win 8 tablet, but might swap it to my camera where the transfer speed would be appreciated more often.",2014-03-22,261,0,0,0,0,0.0,0.0
Ale-B,1,I expanded my Samsung Tab 10.1 tablet from 1GB to 32GB works fast and don't see any lags. I can now store more than ten movies on my tab and play right of the flash disc with no problems.Very happy with this card.,2013-10-30,404,0,0,0,0,0.0,0.0
"Anthony Stone ""APS""",1,"I've noticed something VERY CROOKED online...postage scalpers! Charging $8 bucks to mail out micro sd cards that usually come in a small envelope? I mean COME ON! The FTC needs to crack down on these postage scalpers because they are working in FULL FORCE these days?I'd say a Micro-SD card should mail NO HIGHER than a $1.50 to $3.00 bucks but $8.00s????These crooks ARE DEMENTED! I've just been deleting orders out of my cart & will keep doing so till I find one that WON'T rip me off!Great products come  from Scan Disk but BUYERS BEWARE of these shops who mark these things with high priced postage & then mail it out in a small envelope! and YES almost EVERYONE I've ever ordered came in a small envelope BTW...Shame on you! I think I'll write my congressman about it! [for whatever good that'll do? w/a 10% rating as they NEVER CARE what ""We The People"" want!]Never the less, You all should be fined by the FTC for committing HIGHWAY ROBBERY!  end of review & hopes this helps others speak out against highway robbery via high postage gauging! As said above I'll keep browsing till I find a good store who WON'T commit this crime! As my dad likes to say: There's no honest people anymore!ONE FINAL NOTE: Amazon & all of the other online outlets should stop allowing people to charge what they want for postage & only allow them to ship it at cost! a.k.a price figuring via what the item actually ships for at the PO,FedX &/or UPS!",2013-11-07,396,0,0,0,0,0.0,0.0
Amazon Customer,1,"I needed to get more space on the SD card in  my phone, so naturally! I turned to a product I know for its quality and attention to details.  I want to be sure my photos and other data are held in a safe place.  For the money, you cannot beat this product and I will buy again.",2013-06-10,546,0,0,0,0,0.0,0.0
Edgar A. Villalta,1,It has such a large storage capacity in such a small package. Store all your photos and data on this.,2013-04-20,597,0,0,0,0,0.0,0.0
Amazon Customer,1,"Its like having my own personal cloud, So much storage in such a small item. This came at a great price and was in an easy to open package that made it easy to open and use right away. I ended up using it in my smartphone and when the screen cracked, I was able to back up everything to it and remove the card and put it in my laptop.",2013-10-21,413,0,0,0,0,0.0,0.0
glindagoodwitch,1,"I purchased this to increase the memory of my Samsung Galaxy 10.1 tablet.  Just placed it into the slot, was instantly recognized and thus saving my internal memory and increasing the memory of my device. Price was the best, I went to several sites and price closest was $98.  Shipped through my prime and got it in 2 days.  I have seen no issues with this card and am very happy with the purchase.",2013-08-27,468,0,0,0,0,0.0,0.0
Joe,1,"Look how many highly positive reviews this card has; just get this one. It is huge, it is fast and reasonably priced for a such a high-speed chip.BTW, this comes with the filesystem formatted to exFAT.  Depending on your device, it may not like that and you need to format it to FAT32.  The problem is that Windows does not support formatting FAT32 filesystems above 32GB.  So you can format this as FAT32 under Linux or use this tool in Windows [...]",2013-03-05,643,0,0,0,0,0.0,0.0
RH,1,"this memory card is ultra fast in android phone its a bit costly but it works flawless it  reads fast so pics, videos etc loads in bout 3 seconds or less  highly recommended",2013-08-03,492,0,0,0,0,0.0,0.0
JackMc,1,Great price on this product.  Half of what Samsung was charging for the same memory card. Works just fine in my Notewith no pproblems what so ever.,2013-07-04,522,0,0,0,0,0.0,0.0
"Jacob Holstein ""Halal Yeshuah HaMashiach""",1,I bought this because it was super cheap on black Friday or cyber Monday week ( whatever that means ) . It is great. I bought it thinking that it might be better in my Galaxy s2 but I have not noticed any difference in speed. I guess it is more for HD video recording or picture taking in a camera.,2013-07-02,524,0,0,0,0,0.0,0.0
"Walk Around ""Osprey""",1,"Have more than one of these MicroSDHC disks and they hold up in my MP3 players, phone, recorder camera etc.",2013-12-17,356,0,0,0,0,0.0,0.0
Nathan Schmidt,1,I bought this for my GoPro hero3 Black and it works flawlessly. When capturing in 1080p 60fps it has no problem keeping data and writing. Never had any errors or malfunctions. I've even captured using 4k and had no problems. For the people saying this doesn't work I'm guessing the problem isn't with the card but with either your GoPro or computer.Overall this card works perfectly and is much cheaper on Amazon. Don't bother buying in stores where they will charge you twice as much.,2013-11-17,386,0,0,0,0,0.0,0.0
